CaseStudy_ID,Question_ID,Answer,Sample_ID,Model_name,Model_return,Info_check,Repeat_number,Authors,Google.Folder,Data,Task.Category
lung_Cancer_spatiallocations_1,2,A,lung_Cancer_spatiallocations_1A,gemini-3.6-flash,A,Yes,2,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,2,A,lung_Cancer_spatiallocations_1A,gpt-5.6-sol,A,Yes,2,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,2,A,lung_Cancer_spatiallocations_1A,claude-opus-5,E,Yes,2,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,2,A,lung_Cancer_spatiallocations_1B,o1-2024-12-17,E,No,2,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,2,A,lung_Cancer_spatiallocations_1B,gemini-3.6-flash,A,No,2,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,2,A,lung_Cancer_spatiallocations_1B,gpt-5.6-sol,E,No,2,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,2,A,lung_Cancer_spatiallocations_1B,claude-opus-5,E,No,2,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,3,D,lung_Cancer_spatiallocations_1A,o1-2024-12-17,D,Yes,2,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,3,D,lung_Cancer_spatiallocations_1A,gemini-3.6-flash,D,Yes,2,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,3,D,lung_Cancer_spatiallocations_1A,gpt-5.6-sol,D,Yes,2,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,3,D,lung_Cancer_spatiallocations_1A,claude-opus-5,D,Yes,2,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,3,D,lung_Cancer_spatiallocations_1B,o1-2024-12-17,A,Yes,2,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,3,D,lung_Cancer_spatiallocations_1B,gemini-3.6-flash,D,Yes,2,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,3,D,lung_Cancer_spatiallocations_1B,gpt-5.6-sol,D,Yes,2,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatiallocations_1,3,D,lung_Cancer_spatiallocations_1B,claude-opus-5,D,Yes,2,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,1,A,lung_Cancer_umap_2A,o1-2024-12-17,A,Yes,2,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,1,A,lung_Cancer_umap_2A,gemini-3.6-flash,A,Yes,2,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,1,A,lung_Cancer_umap_2A,gpt-5.6-sol,A,Yes,2,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,1,A,lung_Cancer_umap_2A,claude-opus-5,A,Yes,2,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,1,A,lung_Cancer_umap_2B,o1-2024-12-17,A,No,2,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,1,A,lung_Cancer_umap_2B,gemini-3.6-flash,A,Yes,2,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,1,A,lung_Cancer_umap_2B,gpt-5.6-sol,A,Yes,2,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,1,A,lung_Cancer_umap_2B,claude-opus-5,A,Yes,2,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,2,D,lung_Cancer_umap_2A,o1-2024-12-17,D,Yes,2,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,2,D,lung_Cancer_umap_2A,gemini-3.6-flash,D,Yes,2,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,2,D,lung_Cancer_umap_2A,gpt-5.6-sol,D,Yes,2,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,2,D,lung_Cancer_umap_2A,claude-opus-5,D,Yes,2,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,2,D,lung_Cancer_umap_2B,o1-2024-12-17,D,No,2,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,2,D,lung_Cancer_umap_2B,gemini-3.6-flash,D,Yes,2,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,2,D,lung_Cancer_umap_2B,gpt-5.6-sol,C,Yes,2,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,2,D,lung_Cancer_umap_2B,claude-opus-5,D,Yes,2,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,3,D,lung_Cancer_umap_2A,o1-2024-12-17,C,Yes,2,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,3,D,lung_Cancer_umap_2A,gemini-3.6-flash,D,Yes,2,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,3,D,lung_Cancer_umap_2A,gpt-5.6-sol,D,Yes,2,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,3,D,lung_Cancer_umap_2A,claude-opus-5,D,No,2,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,3,D,lung_Cancer_umap_2B,o1-2024-12-17,D,No,2,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,3,D,lung_Cancer_umap_2B,gemini-3.6-flash,C,Yes,2,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,3,D,lung_Cancer_umap_2B,gpt-5.6-sol,D,Yes,2,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_umap_2,3,D,lung_Cancer_umap_2B,claude-opus-5,D,Yes,2,RJ,Spatial,lung Cancer,Descriptive - information retrival
lung_Cancer_spatialCCI_3,1,D,lung_Cancer_spatialCCI_3A,o1-2024-12-17,D,Yes,2,RJ,Spatial,lung Cancer,Biological Inference
lung_Cancer_spatialCCI_3,1,D,lung_Cancer_spatialCCI_3A,gemini-3.6-flash,A,Yes,2,RJ,Spatial,lung Cancer,Biological Inference
lung_Cancer_spatialCCI_3,1,D,lung_Cancer_spatialCCI_3A,gpt-5.6-sol,A,Yes,2,RJ,Spatial,lung Cancer,Biological Inference
lung_Cancer_spatialCCI_3,1,D,lung_Cancer_spatialCCI_3A,claude-opus-5,A,Yes,2,RJ,Spatial,lung Cancer,Biological Inference
lung_Cancer_spatialCCI_3,1,D,lung_Cancer_spatialCCI_3B,o1-2024-12-17,E,No,2,RJ,Spatial,lung Cancer,Biological Inference
lung_Cancer_spatialCCI_3,1,D,lung_Cancer_spatialCCI_3B,gemini-3.6-flash,E,No,2,RJ,Spatial,lung Cancer,Biological Inference
lung_Cancer_spatialCCI_3,1,D,lung_Cancer_spatialCCI_3B,gpt-5.6-sol,A,No,2,RJ,Spatial,lung Cancer,Biological Inference
lung_Cancer_spatialCCI_3,1,D,lung_Cancer_spatialCCI_3B,claude-opus-5,A,No,2,RJ,Spatial,lung Cancer,Biological Inference
lung_Cancer_spatialCCI_3,2,D,lung_Cancer_spatialCCI_3A,o1-2024-12-17,D,Yes,2,RJ,Spatial,lung Cancer,Biological Inference
lung_Cancer_spatialCCI_3,2,D,lung_Cancer_spatialCCI_3A,gemini-3.6-flash,D,Yes,2,RJ,Spatial,lung Cancer,Biological Inference
lung_Cancer_spatialCCI_3,2,D,lung_Cancer_spatialCCI_3A,gpt-5.6-sol,D,Yes,2,RJ,Spatial,lung Cancer,Biological Inference
lung_Cancer_spatialCCI_3,2,D,lung_Cancer_spatialCCI_3A,claude-opus-5,D,Yes,2,RJ,Spatial,lung Cancer,Biological Inference
lung_Cancer_spatialCCI_3,2,D,lung_Cancer_spatialCCI_3B,o1-2024-12-17,D,Yes,2,RJ,Spatial,lung Cancer,Biological Inference
lung_Cancer_spatialCCI_3,2,D,lung_Cancer_spatialCCI_3B,gemini-3.6-flash,D,Yes,2,RJ,Spatial,lung Cancer,Biological Inference
lung_Cancer_spatialCCI_3,2,D,lung_Cancer_spatialCCI_3B,gpt-5.6-sol,D,Yes,2,RJ,Spatial,lung Cancer,Biological Inference
lung_Cancer_spatialCCI_3,2,D,lung_Cancer_spatialCCI_3B,claude-opus-5,D,Yes,2,RJ,Spatial,lung Cancer,Biological Inference
lung_Cancer_spatialCCI_3,3,B,lung_Cancer_spatialCCI_3A,o1-2024-12-17,B,Yes,2,RJ,Spatial,lung Cancer,Biological Inference
lung_Cancer_spatialCCI_3,3,B,lung_Cancer_spatialCCI_3A,gemini-3.6-flash,B,Yes,2,RJ,Spatial,lung Cancer,Biological Inference
lung_Cancer_spatialCCI_3,3,B,lung_Cancer_spatialCCI_3A,gpt-5.6-sol,B,Yes,2,RJ,Spatial,lung Cancer,Biological Inference
lung_Cancer_spatialCCI_3,3,B,lung_Cancer_spatialCCI_3A,claude-opus-5,B,Yes,2,RJ,Spatial,lung Cancer,Biological Inference
lung_Cancer_spatialCCI_3,3,B,lung_Cancer_spatialCCI_3B,o1-2024-12-17,C,No,2,RJ,Spatial,lung Cancer,Biological Inference
lung_Cancer_spatialCCI_3,3,B,lung_Cancer_spatialCCI_3B,gemini-3.6-flash,B,Yes,2,RJ,Spatial,lung Cancer,Biological Inference
lung_Cancer_spatialCCI_3,3,B,lung_Cancer_spatialCCI_3B,gpt-5.6-sol,B,Yes,2,RJ,Spatial,lung Cancer,Biological Inference
lung_Cancer_spatialCCI_3,3,B,lung_Cancer_spatialCCI_3B,claude-opus-5,B,Yes,2,RJ,Spatial,lung Cancer,Biological Inference
lung_Cancer_spatialdomains_4,1,A,lung_Cancer_spatialdomains_4A,o1-2024-12-17,A,Yes,2,RJ,Spatial,lung Cancer,Biological Inference
lung_Cancer_spatialdomains_4,1,A,lung_Cancer_spatialdomains_4A,gemini-3.6-flash,A,Yes,2,RJ,Spatial,lung Cancer,Biological Inference
lung_Cancer_spatialdomains_4,1,A,lung_Cancer_spatialdomains_4A,gpt-5.6-sol,A,Yes,2,RJ,Spatial,lung Cancer,Biological Inference
lung_Cancer_spatialdomains_4,1,A,lung_Cancer_spatialdomains_4A,claude-opus-5,A,Yes,2,RJ,Spatial,lung Cancer,Biological Inference
lung_Cancer_spatialdomains_4,1,A,lung_Cancer_spatialdomains_4B,o1-2024-12-17,B,No,2,RJ,Spatial,lung Cancer,Biological Inference
lung_Cancer_spatialdomains_4,1,A,lung_Cancer_spatialdomains_4B,gemini-3.6-flash,A,Yes,2,RJ,Spatial,lung Cancer,Biological Inference
lung_Cancer_spatialdomains_4,1,A,lung_Cancer_spatialdomains_4B,gpt-5.6-sol,D,Yes,2,RJ,Spatial,lung Cancer,Biological Inference
lung_Cancer_spatialdomains_4,1,A,lung_Cancer_spatialdomains_4B,claude-opus-5,A,Yes,2,RJ,Spatial,lung Cancer,Biological Inference
lung_Cancer_spatialdomains_4,2,C,lung_Cancer_spatialdomains_4A,o1-2024-12-17,C,Yes,2,RJ,Spatial,lung Cancer,Biological Inference
lung_Cancer_spatialdomains_4,2,C,lung_Cancer_spatialdomains_4A,gemini-3.6-flash,C,Yes,2,RJ,Spatial,lung Cancer,Biological Inference
lung_Cancer_spatialdomains_4,2,C,lung_Cancer_spatialdomains_4A,gpt-5.6-sol,C,Yes,2,RJ,Spatial,lung Cancer,Biological Inference
lung_Cancer_spatialdomains_4,2,C,lung_Cancer_spatialdomains_4A,claude-opus-5,E,Yes,2,RJ,Spatial,lung Cancer,Biological Inference
lung_Cancer_spatialdomains_4,2,C,lung_Cancer_spatialdomains_4B,o1-2024-12-17,E,No,2,RJ,Spatial,lung Cancer,Biological Inference
lung_Cancer_spatialdomains_4,2,C,lung_Cancer_spatialdomains_4B,gemini-3.6-flash,C,Yes,2,RJ,Spatial,lung Cancer,Biological Inference
lung_Cancer_spatialdomains_4,2,C,lung_Cancer_spatialdomains_4B,gpt-5.6-sol,E,Yes,2,RJ,Spatial,lung Cancer,Biological Inference
lung_Cancer_spatialdomains_4,2,C,lung_Cancer_spatialdomains_4B,claude-opus-5,C,Yes,2,RJ,Spatial,lung Cancer,Biological Inference
lung_Cancer_spatialdomains_4,3,A,lung_Cancer_spatialdomains_4A,o1-2024-12-17,A,Yes,2,RJ,Spatial,lung Cancer,Biological Inference
lung_Cancer_spatialdomains_4,3,A,lung_Cancer_spatialdomains_4A,gemini-3.6-flash,A,Yes,2,RJ,Spatial,lung Cancer,Biological Inference
lung_Cancer_spatialdomains_4,3,A,lung_Cancer_spatialdomains_4A,gpt-5.6-sol,A,Yes,2,RJ,Spatial,lung Cancer,Biological Inference
lung_Cancer_spatialdomains_4,3,A,lung_Cancer_spatialdomains_4A,claude-opus-5,A,Yes,2,RJ,Spatial,lung Cancer,Biological Inference
lung_Cancer_spatialdomains_4,3,A,lung_Cancer_spatialdomains_4B,o1-2024-12-17,A,Yes,2,RJ,Spatial,lung Cancer,Biological Inference
lung_Cancer_spatialdomains_4,3,A,lung_Cancer_spatialdomains_4B,gemini-3.6-flash,A,Yes,2,RJ,Spatial,lung Cancer,Biological Inference
lung_Cancer_spatialdomains_4,3,A,lung_Cancer_spatialdomains_4B,gpt-5.6-sol,A,Yes,2,RJ,Spatial,lung Cancer,Biological Inference
lung_Cancer_spatialdomains_4,3,A,lung_Cancer_spatialdomains_4B,claude-opus-5,A,Yes,2,RJ,Spatial,lung Cancer,Biological Inference
benchmark_SpatialSim_1,1,A,benchmark_SpatialSim_1A,o1-2024-12-17,D,Yes,2,CL,SpatialSim,benchmark,Descriptive - information retrival
benchmark_SpatialSim_1,1,A,benchmark_SpatialSim_1A,gemini-3.6-flash,A,Yes,2,CL,SpatialSim,benchmark,Descriptive - information retrival
benchmark_SpatialSim_1,1,A,benchmark_SpatialSim_1A,gpt-5.6-sol,A,Yes,2,CL,SpatialSim,benchmark,Descriptive - information retrival
benchmark_SpatialSim_1,1,A,benchmark_SpatialSim_1A,claude-opus-5,A,Yes,2,CL,SpatialSim,benchmark,Descriptive - information retrival
benchmark_SpatialSim_1,1,A,benchmark_SpatialSim_1C,o1-2024-12-17,B,Yes,2,CL,SpatialSim,benchmark,Descriptive - information retrival
benchmark_SpatialSim_1,1,A,benchmark_SpatialSim_1C,gemini-3.6-flash,A,Yes,2,CL,SpatialSim,benchmark,Descriptive - information retrival
benchmark_SpatialSim_1,1,A,benchmark_SpatialSim_1C,gpt-5.6-sol,B,Yes,2,CL,SpatialSim,benchmark,Descriptive - information retrival
benchmark_SpatialSim_1,1,A,benchmark_SpatialSim_1C,claude-opus-5,A,Yes,2,CL,SpatialSim,benchmark,Descriptive - information retrival
benchmark_SpatialSim_1,1,A,benchmark_SpatialSim_1B,o1-2024-12-17,E,Yes,2,CL,SpatialSim,benchmark,Descriptive - information retrival
benchmark_SpatialSim_1,1,A,benchmark_SpatialSim_1B,gemini-3.6-flash,A,Yes,2,CL,SpatialSim,benchmark,Descriptive - information retrival
benchmark_SpatialSim_1,1,A,benchmark_SpatialSim_1B,gpt-5.6-sol,A,Yes,2,CL,SpatialSim,benchmark,Descriptive - information retrival
benchmark_SpatialSim_1,1,A,benchmark_SpatialSim_1B,claude-opus-5,A,Yes,2,CL,SpatialSim,benchmark,Descriptive - information retrival
benchmark_SpatialSim_1,1,A,benchmark_SpatialSim_1D,o1-2024-12-17,A,Yes,2,CL,SpatialSim,benchmark,Descriptive - information retrival
benchmark_SpatialSim_1,1,A,benchmark_SpatialSim_1D,gemini-3.6-flash,A,Yes,2,CL,SpatialSim,benchmark,Descriptive - information retrival
benchmark_SpatialSim_1,1,A,benchmark_SpatialSim_1D,gpt-5.6-sol,A,Yes,2,CL,SpatialSim,benchmark,Descriptive - information retrival
benchmark_SpatialSim_1,1,A,benchmark_SpatialSim_1D,claude-opus-5,A,Yes,2,CL,SpatialSim,benchmark,Descriptive - information retrival
benchmark_SpatialSim_1,2,A,benchmark_SpatialSim_1A,o1-2024-12-17,C,Yes,2,CL,SpatialSim,benchmark,Descriptive - information retrival
benchmark_SpatialSim_1,2,A,benchmark_SpatialSim_1A,gemini-3.6-flash,A,Yes,2,CL,SpatialSim,benchmark,Descriptive - information retrival
benchmark_SpatialSim_1,2,A,benchmark_SpatialSim_1A,gpt-5.6-sol,A,Yes,2,CL,SpatialSim,benchmark,Descriptive - information retrival
benchmark_SpatialSim_1,2,A,benchmark_SpatialSim_1A,claude-opus-5,A,Yes,2,CL,SpatialSim,benchmark,Descriptive - information retrival
benchmark_SpatialSim_1,2,A,benchmark_SpatialSim_1C,o1-2024-12-17,A,Yes,2,CL,SpatialSim,benchmark,Descriptive - information retrival
benchmark_SpatialSim_1,2,A,benchmark_SpatialSim_1C,gemini-3.6-flash,A,Yes,2,CL,SpatialSim,benchmark,Descriptive - information retrival
benchmark_SpatialSim_1,2,A,benchmark_SpatialSim_1C,gpt-5.6-sol,A,Yes,2,CL,SpatialSim,benchmark,Descriptive - information retrival
benchmark_SpatialSim_1,2,A,benchmark_SpatialSim_1C,claude-opus-5,A,Yes,2,CL,SpatialSim,benchmark,Descriptive - information retrival
benchmark_SpatialSim_1,2,A,benchmark_SpatialSim_1B,o1-2024-12-17,B,Yes,2,CL,SpatialSim,benchmark,Descriptive - information retrival
benchmark_SpatialSim_1,2,A,benchmark_SpatialSim_1B,gemini-3.6-flash,A,Yes,2,CL,SpatialSim,benchmark,Descriptive - information retrival
benchmark_SpatialSim_1,2,A,benchmark_SpatialSim_1B,gpt-5.6-sol,A,Yes,2,CL,SpatialSim,benchmark,Descriptive - information retrival
benchmark_SpatialSim_1,2,A,benchmark_SpatialSim_1B,claude-opus-5,A,Yes,2,CL,SpatialSim,benchmark,Descriptive - information retrival
benchmark_SpatialSim_1,2,A,benchmark_SpatialSim_1D,o1-2024-12-17,A,Yes,2,CL,SpatialSim,benchmark,Descriptive - information retrival
benchmark_SpatialSim_1,2,A,benchmark_SpatialSim_1D,gemini-3.6-flash,A,Yes,2,CL,SpatialSim,benchmark,Descriptive - information retrival
benchmark_SpatialSim_1,2,A,benchmark_SpatialSim_1D,gpt-5.6-sol,A,Yes,2,CL,SpatialSim,benchmark,Descriptive - information retrival
benchmark_SpatialSim_1,2,A,benchmark_SpatialSim_1D,claude-opus-5,A,Yes,2,CL,SpatialSim,benchmark,Descriptive - information retrival
benchmark_SpatialSim_1,3,D,benchmark_SpatialSim_1A,o1-2024-12-17,D,Yes,2,CL,SpatialSim,benchmark,Descriptive - information retrival
benchmark_SpatialSim_1,3,D,benchmark_SpatialSim_1A,gemini-3.6-flash,D,Yes,2,CL,SpatialSim,benchmark,Descriptive - information retrival
benchmark_SpatialSim_1,3,D,benchmark_SpatialSim_1A,gpt-5.6-sol,D,Yes,2,CL,SpatialSim,benchmark,Descriptive - information retrival
benchmark_SpatialSim_1,3,D,benchmark_SpatialSim_1A,claude-opus-5,D,Yes,2,CL,SpatialSim,benchmark,Descriptive - information retrival
benchmark_SpatialSim_1,3,D,benchmark_SpatialSim_1C,o1-2024-12-17,D,Yes,2,CL,SpatialSim,benchmark,Descriptive - information retrival
benchmark_SpatialSim_1,3,D,benchmark_SpatialSim_1C,gemini-3.6-flash,D,Yes,2,CL,SpatialSim,benchmark,Descriptive - information retrival
benchmark_SpatialSim_1,3,D,benchmark_SpatialSim_1C,gpt-5.6-sol,D,Yes,2,CL,SpatialSim,benchmark,Descriptive - information retrival
benchmark_SpatialSim_1,3,D,benchmark_SpatialSim_1C,claude-opus-5,D,Yes,2,CL,SpatialSim,benchmark,Descriptive - information retrival
benchmark_SpatialSim_1,3,D,benchmark_SpatialSim_1B,o1-2024-12-17,D,Yes,2,CL,SpatialSim,benchmark,Descriptive - information retrival
benchmark_SpatialSim_1,3,D,benchmark_SpatialSim_1B,gemini-3.6-flash,D,Yes,2,CL,SpatialSim,benchmark,Descriptive - information retrival
benchmark_SpatialSim_1,3,D,benchmark_SpatialSim_1B,gpt-5.6-sol,D,Yes,2,CL,SpatialSim,benchmark,Descriptive - information retrival
benchmark_SpatialSim_1,3,D,benchmark_SpatialSim_1B,claude-opus-5,D,Yes,2,CL,SpatialSim,benchmark,Descriptive - information retrival
benchmark_SpatialSim_1,3,D,benchmark_SpatialSim_1D,o1-2024-12-17,D,Yes,2,CL,SpatialSim,benchmark,Descriptive - information retrival
benchmark_SpatialSim_1,3,D,benchmark_SpatialSim_1D,gemini-3.6-flash,D,Yes,2,CL,SpatialSim,benchmark,Descriptive - information retrival
benchmark_SpatialSim_1,3,D,benchmark_SpatialSim_1D,gpt-5.6-sol,D,Yes,2,CL,SpatialSim,benchmark,Descriptive - information retrival
benchmark_SpatialSim_1,3,D,benchmark_SpatialSim_1D,claude-opus-5,D,Yes,2,CL,SpatialSim,benchmark,Descriptive - information retrival
Ghist_ClassifyR_1,2,A,Ghist_ClassifyR_1A,o1-2024-12-17,B,No,2,JG,ClassifyR,Breast Cancer,Descriptive - information retrival
Ghist_ClassifyR_1,2,A,Ghist_ClassifyR_1A,gemini-3.6-flash,B,Yes,2,JG,ClassifyR,Breast Cancer,Descriptive - information retrival
Ghist_ClassifyR_1,2,A,Ghist_ClassifyR_1A,gpt-5.6-sol,B,Yes,2,JG,ClassifyR,Breast Cancer,Descriptive - information retrival
Ghist_ClassifyR_1,2,A,Ghist_ClassifyR_1A,claude-opus-5,B,Yes,2,JG,ClassifyR,Breast Cancer,Descriptive - information retrival
Ghist_ClassifyR_1,2,A,Ghist_ClassifyR_1B,o1-2024-12-17,E,Yes,2,JG,ClassifyR,Breast Cancer,Descriptive - information retrival
Ghist_ClassifyR_1,2,A,Ghist_ClassifyR_1B,gemini-3.6-flash,D,Yes,2,JG,ClassifyR,Breast Cancer,Descriptive - information retrival
Ghist_ClassifyR_1,2,A,Ghist_ClassifyR_1B,gpt-5.6-sol,D,Yes,2,JG,ClassifyR,Breast Cancer,Descriptive - information retrival
Ghist_ClassifyR_1,2,A,Ghist_ClassifyR_1B,claude-opus-5,D,Yes,2,JG,ClassifyR,Breast Cancer,Descriptive - information retrival
Ghist_ClassifyR_1,2,A,Ghist_ClassifyR_1C,o1-2024-12-17,A,Yes,2,JG,ClassifyR,Breast Cancer,Descriptive - information retrival
Ghist_ClassifyR_1,2,A,Ghist_ClassifyR_1C,gemini-3.6-flash,A,Yes,2,JG,ClassifyR,Breast Cancer,Descriptive - information retrival
Ghist_ClassifyR_1,2,A,Ghist_ClassifyR_1C,gpt-5.6-sol,A,Yes,2,JG,ClassifyR,Breast Cancer,Descriptive - information retrival
Ghist_ClassifyR_1,2,A,Ghist_ClassifyR_1C,claude-opus-5,A,Yes,2,JG,ClassifyR,Breast Cancer,Descriptive - information retrival
Ghist_ClassifyR_1,1,D,Ghist_ClassifyR_1A,o1-2024-12-17,D,Yes,2,JG,ClassifyR,Breast Cancer,Descriptive - information retrival
Ghist_ClassifyR_1,1,D,Ghist_ClassifyR_1A,gemini-3.6-flash,D,Yes,2,JG,ClassifyR,Breast Cancer,Descriptive - information retrival
Ghist_ClassifyR_1,1,D,Ghist_ClassifyR_1A,gpt-5.6-sol,D,Yes,2,JG,ClassifyR,Breast Cancer,Descriptive - information retrival
Ghist_ClassifyR_1,1,D,Ghist_ClassifyR_1A,claude-opus-5,D,Yes,2,JG,ClassifyR,Breast Cancer,Descriptive - information retrival
Ghist_ClassifyR_1,1,D,Ghist_ClassifyR_1B,o1-2024-12-17,D,Yes,2,JG,ClassifyR,Breast Cancer,Descriptive - information retrival
Ghist_ClassifyR_1,1,D,Ghist_ClassifyR_1B,gemini-3.6-flash,D,Yes,2,JG,ClassifyR,Breast Cancer,Descriptive - information retrival
Ghist_ClassifyR_1,1,D,Ghist_ClassifyR_1B,gpt-5.6-sol,D,Yes,2,JG,ClassifyR,Breast Cancer,Descriptive - information retrival
Ghist_ClassifyR_1,1,D,Ghist_ClassifyR_1B,claude-opus-5,D,Yes,2,JG,ClassifyR,Breast Cancer,Descriptive - information retrival
Ghist_ClassifyR_1,1,D,Ghist_ClassifyR_1C,o1-2024-12-17,D,Yes,2,JG,ClassifyR,Breast Cancer,Descriptive - information retrival
Ghist_ClassifyR_1,1,D,Ghist_ClassifyR_1C,gemini-3.6-flash,D,Yes,2,JG,ClassifyR,Breast Cancer,Descriptive - information retrival
Ghist_ClassifyR_1,1,D,Ghist_ClassifyR_1C,gpt-5.6-sol,D,Yes,2,JG,ClassifyR,Breast Cancer,Descriptive - information retrival
Ghist_ClassifyR_1,1,D,Ghist_ClassifyR_1C,claude-opus-5,D,Yes,2,JG,ClassifyR,Breast Cancer,Descriptive - information retrival
Ghist_ClassifyR_1,3,C,Ghist_ClassifyR_1A,o1-2024-12-17,C,Yes,2,JG,ClassifyR,Breast Cancer,Descriptive - information retrival
Ghist_ClassifyR_1,3,C,Ghist_ClassifyR_1A,gemini-3.6-flash,A,Yes,2,JG,ClassifyR,Breast Cancer,Descriptive - information retrival
Ghist_ClassifyR_1,3,C,Ghist_ClassifyR_1A,gpt-5.6-sol,A,Yes,2,JG,ClassifyR,Breast Cancer,Descriptive - information retrival
Ghist_ClassifyR_1,3,C,Ghist_ClassifyR_1A,claude-opus-5,C,Yes,2,JG,ClassifyR,Breast Cancer,Descriptive - information retrival
Ghist_ClassifyR_1,3,C,Ghist_ClassifyR_1B,o1-2024-12-17,A,Yes,2,JG,ClassifyR,Breast Cancer,Descriptive - information retrival
Ghist_ClassifyR_1,3,C,Ghist_ClassifyR_1B,gemini-3.6-flash,C,Yes,2,JG,ClassifyR,Breast Cancer,Descriptive - information retrival
Ghist_ClassifyR_1,3,C,Ghist_ClassifyR_1B,gpt-5.6-sol,A,Yes,2,JG,ClassifyR,Breast Cancer,Descriptive - information retrival
Ghist_ClassifyR_1,3,C,Ghist_ClassifyR_1B,claude-opus-5,C,Yes,2,JG,ClassifyR,Breast Cancer,Descriptive - information retrival
Ghist_ClassifyR_1,3,C,Ghist_ClassifyR_1C,o1-2024-12-17,A,Yes,2,JG,ClassifyR,Breast Cancer,Descriptive - information retrival
Ghist_ClassifyR_1,3,C,Ghist_ClassifyR_1C,gemini-3.6-flash,C,Yes,2,JG,ClassifyR,Breast Cancer,Descriptive - information retrival
Ghist_ClassifyR_1,3,C,Ghist_ClassifyR_1C,gpt-5.6-sol,A,Yes,2,JG,ClassifyR,Breast Cancer,Descriptive - information retrival
Ghist_ClassifyR_1,3,C,Ghist_ClassifyR_1C,claude-opus-5,C,Yes,2,JG,ClassifyR,Breast Cancer,Descriptive - information retrival
Covid_CCI_7,1,D,Covid_CCI_7A,o1-2024-12-17,D,Yes,2,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_7,1,D,Covid_CCI_7A,gemini-3.6-flash,D,Yes,2,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_7,1,D,Covid_CCI_7A,gpt-5.6-sol,D,Yes,2,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_7,1,D,Covid_CCI_7A,claude-opus-5,D,Yes,2,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_7,1,D,Covid_CCI_7B,o1-2024-12-17,D,Yes,2,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_7,1,D,Covid_CCI_7B,gemini-3.6-flash,D,Yes,2,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_7,1,D,Covid_CCI_7B,gpt-5.6-sol,D,Yes,2,YC,CCI,COVID,Descriptive - information retrival
