CaseStudy_ID,Question_ID,Answer,Sample_ID,Model_name,Model_return,Info_check,Authors,Google Folder,Data,Task Category
benchmark_SpatialSim_1,3,D,benchmark_SpatialSim_1C,gpt-4o,error,error,CL,SpatialSim,benchmark,Descriptive - information retrival
benchmark_SpatialSim_1,3,D,benchmark_SpatialSim_1C,gemini-2.0-flash,B,Yes,CL,SpatialSim,benchmark,Descriptive - information retrival
benchmark_SpatialSim_1,3,D,benchmark_SpatialSim_1C,claude-3-7-sonnet-20250219,error,error,CL,SpatialSim,benchmark,Descriptive - information retrival
benchmark_SpatialSim_1,3,D,benchmark_SpatialSim_1B,gpt-4o,D,Yes,CL,SpatialSim,benchmark,Descriptive - information retrival
benchmark_SpatialSim_1,3,D,benchmark_SpatialSim_1B,gemini-2.0-flash,D,Yes,CL,SpatialSim,benchmark,Descriptive - information retrival
benchmark_SpatialSim_1,3,D,benchmark_SpatialSim_1B,claude-3-7-sonnet-20250219,A,Yes,CL,SpatialSim,benchmark,Descriptive - information retrival
benchmark_SpatialSim_1,3,D,benchmark_SpatialSim_1D,gpt-4o,D,Yes,CL,SpatialSim,benchmark,Descriptive - information retrival
benchmark_SpatialSim_1,3,D,benchmark_SpatialSim_1D,gemini-2.0-flash,D,Yes,CL,SpatialSim,benchmark,Descriptive - information retrival
benchmark_SpatialSim_1,3,D,benchmark_SpatialSim_1D,claude-3-7-sonnet-20250219,A,Yes,CL,SpatialSim,benchmark,Descriptive - information retrival
Ghist_ClassifyR_1,2,A,Ghist_ClassifyR_1A,gpt-4o,B,Yes,JG,ClassifyR,Breast Cancer,Descriptive - information retrival
Ghist_ClassifyR_1,2,A,Ghist_ClassifyR_1A,gemini-2.0-flash,B,Yes,JG,ClassifyR,Breast Cancer,Descriptive - information retrival
Ghist_ClassifyR_1,2,A,Ghist_ClassifyR_1A,claude-3-7-sonnet-20250219,A,Yes,JG,ClassifyR,Breast Cancer,Descriptive - information retrival
Ghist_ClassifyR_1,2,A,Ghist_ClassifyR_1B,gpt-4o,E,Yes,JG,ClassifyR,Breast Cancer,Descriptive - information retrival
Ghist_ClassifyR_1,2,A,Ghist_ClassifyR_1B,gemini-2.0-flash,E,No,JG,ClassifyR,Breast Cancer,Descriptive - information retrival
Ghist_ClassifyR_1,2,A,Ghist_ClassifyR_1B,claude-3-7-sonnet-20250219,D,No,JG,ClassifyR,Breast Cancer,Descriptive - information retrival
Ghist_ClassifyR_1,2,A,Ghist_ClassifyR_1C,gpt-4o,E,Yes,JG,ClassifyR,Breast Cancer,Descriptive - information retrival
Ghist_ClassifyR_1,2,A,Ghist_ClassifyR_1C,gemini-2.0-flash,B,Yes,JG,ClassifyR,Breast Cancer,Descriptive - information retrival
Ghist_ClassifyR_1,2,A,Ghist_ClassifyR_1C,claude-3-7-sonnet-20250219,A,Yes,JG,ClassifyR,Breast Cancer,Descriptive - information retrival
Ghist_ClassifyR_1,1,D,Ghist_ClassifyR_1A,gpt-4o,D,Yes,JG,ClassifyR,Breast Cancer,Descriptive - information retrival
Ghist_ClassifyR_1,1,D,Ghist_ClassifyR_1A,gemini-2.0-flash,D,Yes,JG,ClassifyR,Breast Cancer,Descriptive - information retrival
Ghist_ClassifyR_1,1,D,Ghist_ClassifyR_1A,claude-3-7-sonnet-20250219,error,error,JG,ClassifyR,Breast Cancer,Descriptive - information retrival
Ghist_ClassifyR_1,1,D,Ghist_ClassifyR_1B,gpt-4o,D,Yes,JG,ClassifyR,Breast Cancer,Descriptive - information retrival
Ghist_ClassifyR_1,1,D,Ghist_ClassifyR_1B,gemini-2.0-flash,D,Yes,JG,ClassifyR,Breast Cancer,Descriptive - information retrival
Ghist_ClassifyR_1,1,D,Ghist_ClassifyR_1B,claude-3-7-sonnet-20250219,D,Yes,JG,ClassifyR,Breast Cancer,Descriptive - information retrival
Ghist_ClassifyR_1,1,D,Ghist_ClassifyR_1C,gpt-4o,D,Yes,JG,ClassifyR,Breast Cancer,Descriptive - information retrival
Ghist_ClassifyR_1,1,D,Ghist_ClassifyR_1C,gemini-2.0-flash,D,Yes,JG,ClassifyR,Breast Cancer,Descriptive - information retrival
Ghist_ClassifyR_1,1,D,Ghist_ClassifyR_1C,claude-3-7-sonnet-20250219,D,Yes,JG,ClassifyR,Breast Cancer,Descriptive - information retrival
Ghist_ClassifyR_1,3,C,Ghist_ClassifyR_1A,gpt-4o,A,Yes,JG,ClassifyR,Breast Cancer,Descriptive - information retrival
Ghist_ClassifyR_1,3,C,Ghist_ClassifyR_1A,gemini-2.0-flash,A,Yes,JG,ClassifyR,Breast Cancer,Descriptive - information retrival
Ghist_ClassifyR_1,3,C,Ghist_ClassifyR_1A,claude-3-7-sonnet-20250219,error,error,JG,ClassifyR,Breast Cancer,Descriptive - information retrival
Ghist_ClassifyR_1,3,C,Ghist_ClassifyR_1B,gpt-4o,C,Yes,JG,ClassifyR,Breast Cancer,Descriptive - information retrival
Ghist_ClassifyR_1,3,C,Ghist_ClassifyR_1B,gemini-2.0-flash,B,Yes,JG,ClassifyR,Breast Cancer,Descriptive - information retrival
Ghist_ClassifyR_1,3,C,Ghist_ClassifyR_1B,claude-3-7-sonnet-20250219,B,Yes,JG,ClassifyR,Breast Cancer,Descriptive - information retrival
Ghist_ClassifyR_1,3,C,Ghist_ClassifyR_1C,gpt-4o,C,Yes,JG,ClassifyR,Breast Cancer,Descriptive - information retrival
Ghist_ClassifyR_1,3,C,Ghist_ClassifyR_1C,gemini-2.0-flash,A,Yes,JG,ClassifyR,Breast Cancer,Descriptive - information retrival
Ghist_ClassifyR_1,3,C,Ghist_ClassifyR_1C,claude-3-7-sonnet-20250219,C,Yes,JG,ClassifyR,Breast Cancer,Descriptive - information retrival
Covid_CCI_7,1,D,Covid_CCI_7A,gpt-4o,D,Yes,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_7,1,D,Covid_CCI_7A,gemini-2.0-flash,D,Yes,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_7,1,D,Covid_CCI_7A,claude-3-7-sonnet-20250219,D,Yes,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_7,1,D,Covid_CCI_7B,gpt-4o,D,Yes,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_7,1,D,Covid_CCI_7B,gemini-2.0-flash,D,Yes,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_7,1,D,Covid_CCI_7B,claude-3-7-sonnet-20250219,D,Yes,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_7,1,D,Covid_CCI_7C,gpt-4o,D,Yes,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_7,1,D,Covid_CCI_7C,gemini-2.0-flash,D,Yes,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_7,1,D,Covid_CCI_7C,claude-3-7-sonnet-20250219,D,Yes,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_7,1,D,Covid_CCI_7D,gpt-4o,D,Yes,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_7,1,D,Covid_CCI_7D,gemini-2.0-flash,D,Yes,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_7,1,D,Covid_CCI_7D,claude-3-7-sonnet-20250219,D,Yes,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_7,2,A,Covid_CCI_7A,gpt-4o,B,Yes,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_7,2,A,Covid_CCI_7A,gemini-2.0-flash,A,Yes,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_7,2,A,Covid_CCI_7A,claude-3-7-sonnet-20250219,C,Yes,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_7,2,A,Covid_CCI_7B,gpt-4o,C,Yes,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_7,2,A,Covid_CCI_7B,gemini-2.0-flash,C,Yes,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_7,2,A,Covid_CCI_7B,claude-3-7-sonnet-20250219,C,Yes,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_7,2,A,Covid_CCI_7C,gpt-4o,B,Yes,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_7,2,A,Covid_CCI_7C,gemini-2.0-flash,A,Yes,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_7,2,A,Covid_CCI_7C,claude-3-7-sonnet-20250219,C,Yes,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_7,2,A,Covid_CCI_7D,gpt-4o,C,Yes,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_7,2,A,Covid_CCI_7D,gemini-2.0-flash,C,Yes,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_7,2,A,Covid_CCI_7D,claude-3-7-sonnet-20250219,C,Yes,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_7,3,D,Covid_CCI_7A,gpt-4o,D,Yes,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_7,3,D,Covid_CCI_7A,gemini-2.0-flash,D,Yes,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_7,3,D,Covid_CCI_7A,claude-3-7-sonnet-20250219,B,Yes,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_7,3,D,Covid_CCI_7B,gpt-4o,D,Yes,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_7,3,D,Covid_CCI_7B,gemini-2.0-flash,D,Yes,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_7,3,D,Covid_CCI_7B,claude-3-7-sonnet-20250219,D,Yes,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_7,3,D,Covid_CCI_7C,gpt-4o,D,Yes,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_7,3,D,Covid_CCI_7C,gemini-2.0-flash,D,Yes,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_7,3,D,Covid_CCI_7C,claude-3-7-sonnet-20250219,C,Yes,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_7,3,D,Covid_CCI_7D,gpt-4o,A,Yes,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_7,3,D,Covid_CCI_7D,gemini-2.0-flash,D,Yes,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_7,3,D,Covid_CCI_7D,claude-3-7-sonnet-20250219,A,No,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_8,1,B,Covid_CCI_8A,gpt-4o,D,Yes,YC,CCI,COVID,Biological Inference
Covid_CCI_8,1,B,Covid_CCI_8A,gemini-2.0-flash,A,Yes,YC,CCI,COVID,Biological Inference
Covid_CCI_8,1,B,Covid_CCI_8A,claude-3-7-sonnet-20250219,A,Yes,YC,CCI,COVID,Biological Inference
Covid_CCI_8,1,B,Covid_CCI_8B,gpt-4o,B,Yes,YC,CCI,COVID,Biological Inference
Covid_CCI_8,1,B,Covid_CCI_8B,gemini-2.0-flash,B,Yes,YC,CCI,COVID,Biological Inference
Covid_CCI_8,1,B,Covid_CCI_8B,claude-3-7-sonnet-20250219,B,Yes,YC,CCI,COVID,Biological Inference
Covid_CCI_8,1,B,Covid_CCI_8C,gpt-4o,A,Yes,YC,CCI,COVID,Biological Inference
Covid_CCI_8,1,B,Covid_CCI_8C,gemini-2.0-flash,C,Yes,YC,CCI,COVID,Biological Inference
Covid_CCI_8,1,B,Covid_CCI_8C,claude-3-7-sonnet-20250219,B,Yes,YC,CCI,COVID,Biological Inference
Covid_CCI_8,1,B,Covid_CCI_8D,gpt-4o,C,Yes,YC,CCI,COVID,Biological Inference
Covid_CCI_8,1,B,Covid_CCI_8D,gemini-2.0-flash,C,Yes,YC,CCI,COVID,Biological Inference
Covid_CCI_8,1,B,Covid_CCI_8D,claude-3-7-sonnet-20250219,B,Yes,YC,CCI,COVID,Biological Inference
Covid_CCI_8,2,C,Covid_CCI_8A,gpt-4o,C,Yes,YC,CCI,COVID,Biological Inference
Covid_CCI_8,2,C,Covid_CCI_8A,gemini-2.0-flash,C,Yes,YC,CCI,COVID,Biological Inference
Covid_CCI_8,2,C,Covid_CCI_8A,claude-3-7-sonnet-20250219,C,Yes,YC,CCI,COVID,Biological Inference
Covid_CCI_8,2,C,Covid_CCI_8B,gpt-4o,C,Yes,YC,CCI,COVID,Biological Inference
Covid_CCI_8,2,C,Covid_CCI_8B,gemini-2.0-flash,C,Yes,YC,CCI,COVID,Biological Inference
Covid_CCI_8,2,C,Covid_CCI_8B,claude-3-7-sonnet-20250219,C,Yes,YC,CCI,COVID,Biological Inference
Covid_CCI_8,2,C,Covid_CCI_8C,gpt-4o,C,Yes,YC,CCI,COVID,Biological Inference
Covid_CCI_8,2,C,Covid_CCI_8C,gemini-2.0-flash,C,Yes,YC,CCI,COVID,Biological Inference
Covid_CCI_8,2,C,Covid_CCI_8C,claude-3-7-sonnet-20250219,C,Yes,YC,CCI,COVID,Biological Inference
Covid_CCI_8,2,C,Covid_CCI_8D,gpt-4o,C,Yes,YC,CCI,COVID,Biological Inference
Covid_CCI_8,2,C,Covid_CCI_8D,gemini-2.0-flash,C,Yes,YC,CCI,COVID,Biological Inference
Covid_CCI_8,2,C,Covid_CCI_8D,claude-3-7-sonnet-20250219,C,Yes,YC,CCI,COVID,Biological Inference
Covid_CCI_8,3,A,Covid_CCI_8A,gpt-4o,E,Yes,YC,CCI,COVID,Biological Inference
Covid_CCI_8,3,A,Covid_CCI_8A,gemini-2.0-flash,A,Yes,YC,CCI,COVID,Biological Inference
Covid_CCI_8,3,A,Covid_CCI_8A,claude-3-7-sonnet-20250219,B,No,YC,CCI,COVID,Biological Inference
Covid_CCI_8,3,A,Covid_CCI_8B,gpt-4o,A,Yes,YC,CCI,COVID,Biological Inference
Covid_CCI_8,3,A,Covid_CCI_8B,gemini-2.0-flash,A,Yes,YC,CCI,COVID,Biological Inference
Covid_CCI_8,3,A,Covid_CCI_8B,claude-3-7-sonnet-20250219,A,Yes,YC,CCI,COVID,Biological Inference
Covid_CCI_8,3,A,Covid_CCI_8C,gpt-4o,A,Yes,YC,CCI,COVID,Biological Inference
Covid_CCI_8,3,A,Covid_CCI_8C,gemini-2.0-flash,A,Yes,YC,CCI,COVID,Biological Inference
Covid_CCI_8,3,A,Covid_CCI_8C,claude-3-7-sonnet-20250219,A,Yes,YC,CCI,COVID,Biological Inference
Covid_CCI_8,3,A,Covid_CCI_8D,gpt-4o,A,Yes,YC,CCI,COVID,Biological Inference
Covid_CCI_8,3,A,Covid_CCI_8D,gemini-2.0-flash,A,Yes,YC,CCI,COVID,Biological Inference
Covid_CCI_8,3,A,Covid_CCI_8D,claude-3-7-sonnet-20250219,A,Yes,YC,CCI,COVID,Biological Inference
Covid_pathway_3,1,C,Covid_pathway_3B,gpt-4o,C,Yes,DK,Pathway,COVID,Descriptive - information retrival
Covid_pathway_3,1,C,Covid_pathway_3B,gemini-2.0-flash,E,Yes,DK,Pathway,COVID,Descriptive - information retrival
Covid_pathway_3,1,C,Covid_pathway_3B,claude-3-7-sonnet-20250219,D,Yes,DK,Pathway,COVID,Descriptive - information retrival
Covid_pathway_3,1,C,Covid_pathway_3A,gpt-4o,C,Yes,DK,Pathway,COVID,Descriptive - information retrival
Covid_pathway_3,1,C,Covid_pathway_3A,gemini-2.0-flash,E,Yes,DK,Pathway,COVID,Descriptive - information retrival
Covid_pathway_3,1,C,Covid_pathway_3A,claude-3-7-sonnet-20250219,C,Yes,DK,Pathway,COVID,Descriptive - information retrival
Covid_pathway_3,2,D,Covid_pathway_3B,gpt-4o,D,Yes,DK,Pathway,COVID,Descriptive - information retrival
Covid_pathway_3,2,D,Covid_pathway_3B,gemini-2.0-flash,D,Yes,DK,Pathway,COVID,Descriptive - information retrival
Covid_pathway_3,2,D,Covid_pathway_3B,claude-3-7-sonnet-20250219,D,Yes,DK,Pathway,COVID,Descriptive - information retrival
Covid_pathway_3,2,D,Covid_pathway_3A,gpt-4o,D,Yes,DK,Pathway,COVID,Descriptive - information retrival
Covid_pathway_3,2,D,Covid_pathway_3A,gemini-2.0-flash,D,Yes,DK,Pathway,COVID,Descriptive - information retrival
Covid_pathway_3,2,D,Covid_pathway_3A,claude-3-7-sonnet-20250219,D,Yes,DK,Pathway,COVID,Descriptive - information retrival
Covid_pathway_3,3,A,Covid_pathway_3B,gpt-4o,A,Yes,DK,Pathway,COVID,Descriptive - information retrival
Covid_pathway_3,3,A,Covid_pathway_3B,gemini-2.0-flash,A,Yes,DK,Pathway,COVID,Descriptive - information retrival
Covid_pathway_3,3,A,Covid_pathway_3B,claude-3-7-sonnet-20250219,A,Yes,DK,Pathway,COVID,Descriptive - information retrival
Covid_pathway_3,3,A,Covid_pathway_3A,gpt-4o,A,Yes,DK,Pathway,COVID,Descriptive - information retrival
Covid_pathway_3,3,A,Covid_pathway_3A,gemini-2.0-flash,A,Yes,DK,Pathway,COVID,Descriptive - information retrival
Covid_pathway_3,3,A,Covid_pathway_3A,claude-3-7-sonnet-20250219,A,Yes,DK,Pathway,COVID,Descriptive - information retrival
Covid_pathway_4,1,D,Covid_pathway_4B,gpt-4o,B,Yes,DK,Pathway,COVID,Descriptive - information retrival
Covid_pathway_4,1,D,Covid_pathway_4B,gemini-2.0-flash,D,Yes,DK,Pathway,COVID,Descriptive - information retrival
Covid_pathway_4,1,D,Covid_pathway_4B,claude-3-7-sonnet-20250219,D,Yes,DK,Pathway,COVID,Descriptive - information retrival
Covid_pathway_4,1,D,Covid_pathway_4A,gpt-4o,D,Yes,DK,Pathway,COVID,Descriptive - information retrival
Covid_pathway_4,1,D,Covid_pathway_4A,gemini-2.0-flash,D,Yes,DK,Pathway,COVID,Descriptive - information retrival
Covid_pathway_4,1,D,Covid_pathway_4A,claude-3-7-sonnet-20250219,D,Yes,DK,Pathway,COVID,Descriptive - information retrival
Covid_pathway_4,2,B,Covid_pathway_4B,gpt-4o,B,Yes,DK,Pathway,COVID,Descriptive - information retrival
Covid_pathway_4,2,B,Covid_pathway_4B,gemini-2.0-flash,A,Yes,DK,Pathway,COVID,Descriptive - information retrival
Covid_pathway_4,2,B,Covid_pathway_4B,claude-3-7-sonnet-20250219,B,Yes,DK,Pathway,COVID,Descriptive - information retrival
Covid_pathway_4,2,B,Covid_pathway_4A,gpt-4o,B,Yes,DK,Pathway,COVID,Descriptive - information retrival
Covid_pathway_4,2,B,Covid_pathway_4A,gemini-2.0-flash,B,Yes,DK,Pathway,COVID,Descriptive - information retrival
Covid_pathway_4,2,B,Covid_pathway_4A,claude-3-7-sonnet-20250219,B,Yes,DK,Pathway,COVID,Descriptive - information retrival
Covid_pathway_4,3,C,Covid_pathway_4B,gpt-4o,B,Yes,DK,Pathway,COVID,Descriptive - information retrival
Covid_pathway_4,3,C,Covid_pathway_4B,gemini-2.0-flash,D,Yes,DK,Pathway,COVID,Descriptive - information retrival
Covid_pathway_4,3,C,Covid_pathway_4B,claude-3-7-sonnet-20250219,D,Yes,DK,Pathway,COVID,Descriptive - information retrival
Covid_pathway_4,3,C,Covid_pathway_4A,gpt-4o,A,Yes,DK,Pathway,COVID,Descriptive - information retrival
Covid_pathway_4,3,C,Covid_pathway_4A,gemini-2.0-flash,B,Yes,DK,Pathway,COVID,Descriptive - information retrival
Covid_pathway_4,3,C,Covid_pathway_4A,claude-3-7-sonnet-20250219,B,Yes,DK,Pathway,COVID,Descriptive - information retrival
Covid_DE_5,1,B,Covid_DE_5A,gpt-4o,B,Yes,DK,DE,COVID,Descriptive - information retrival
Covid_DE_5,1,B,Covid_DE_5A,gemini-2.0-flash,B,Yes,DK,DE,COVID,Descriptive - information retrival
Covid_DE_5,1,B,Covid_DE_5A,claude-3-7-sonnet-20250219,B,Yes,DK,DE,COVID,Descriptive - information retrival
Covid_DE_5,2,A,Covid_DE_5A,gpt-4o,A,Yes,DK,DE,COVID,Descriptive - information retrival
Covid_DE_5,2,A,Covid_DE_5A,gemini-2.0-flash,A,Yes,DK,DE,COVID,Descriptive - information retrival
Covid_DE_5,2,A,Covid_DE_5A,claude-3-7-sonnet-20250219,A,Yes,DK,DE,COVID,Descriptive - information retrival
Covid_DE_5,3,C,Covid_DE_5A,gpt-4o,C,Yes,DK,DE,COVID,Descriptive - information retrival
Covid_DE_5,3,C,Covid_DE_5A,gemini-2.0-flash,C,Yes,DK,DE,COVID,Descriptive - information retrival
Covid_DE_5,3,C,Covid_DE_5A,claude-3-7-sonnet-20250219,C,Yes,DK,DE,COVID,Descriptive - information retrival
Covid_CCI_9,1,B,Covid_CCI_9A,gpt-4o,B,Yes,YC,CCI,COVID,Biological Inference
Covid_CCI_9,1,B,Covid_CCI_9A,gemini-2.0-flash,B,Yes,YC,CCI,COVID,Biological Inference
Covid_CCI_9,1,B,Covid_CCI_9A,claude-3-7-sonnet-20250219,B,Yes,YC,CCI,COVID,Biological Inference
Covid_CCI_9,1,B,Covid_CCI_9B,gpt-4o,B,Yes,YC,CCI,COVID,Biological Inference
Covid_CCI_9,1,B,Covid_CCI_9B,gemini-2.0-flash,B,Yes,YC,CCI,COVID,Biological Inference
Covid_CCI_9,1,B,Covid_CCI_9B,claude-3-7-sonnet-20250219,B,Yes,YC,CCI,COVID,Biological Inference
Covid_CCI_9,1,B,Covid_CCI_9C,gpt-4o,B,Yes,YC,CCI,COVID,Biological Inference
Covid_CCI_9,1,B,Covid_CCI_9C,gemini-2.0-flash,B,Yes,YC,CCI,COVID,Biological Inference
Covid_CCI_9,1,B,Covid_CCI_9C,claude-3-7-sonnet-20250219,B,Yes,YC,CCI,COVID,Biological Inference
Covid_CCI_9,1,B,Covid_CCI_9D,gpt-4o,B,Yes,YC,CCI,COVID,Biological Inference
Covid_CCI_9,1,B,Covid_CCI_9D,gemini-2.0-flash,B,Yes,YC,CCI,COVID,Biological Inference
Covid_CCI_9,1,B,Covid_CCI_9D,claude-3-7-sonnet-20250219,B,Yes,YC,CCI,COVID,Biological Inference
Covid_CCI_9,2,D,Covid_CCI_9A,gpt-4o,B,Yes,YC,CCI,COVID,Biological Inference
Covid_CCI_9,2,D,Covid_CCI_9A,gemini-2.0-flash,D,Yes,YC,CCI,COVID,Biological Inference
Covid_CCI_9,2,D,Covid_CCI_9A,claude-3-7-sonnet-20250219,B,Yes,YC,CCI,COVID,Biological Inference
Covid_CCI_9,2,D,Covid_CCI_9B,gpt-4o,C,Yes,YC,CCI,COVID,Biological Inference
Covid_CCI_9,2,D,Covid_CCI_9B,gemini-2.0-flash,D,Yes,YC,CCI,COVID,Biological Inference
Covid_CCI_9,2,D,Covid_CCI_9B,claude-3-7-sonnet-20250219,D,Yes,YC,CCI,COVID,Biological Inference
Covid_CCI_9,2,D,Covid_CCI_9C,gpt-4o,B,Yes,YC,CCI,COVID,Biological Inference
Covid_CCI_9,2,D,Covid_CCI_9C,gemini-2.0-flash,D,Yes,YC,CCI,COVID,Biological Inference
Covid_CCI_9,2,D,Covid_CCI_9C,claude-3-7-sonnet-20250219,B,Yes,YC,CCI,COVID,Biological Inference
Covid_CCI_9,2,D,Covid_CCI_9D,gpt-4o,C,Yes,YC,CCI,COVID,Biological Inference
Covid_CCI_9,2,D,Covid_CCI_9D,gemini-2.0-flash,D,Yes,YC,CCI,COVID,Biological Inference
Covid_CCI_9,2,D,Covid_CCI_9D,claude-3-7-sonnet-20250219,D,Yes,YC,CCI,COVID,Biological Inference
Covid_CCI_9,3,C,Covid_CCI_9A,gpt-4o,C,Yes,YC,CCI,COVID,Biological Inference
Covid_CCI_9,3,C,Covid_CCI_9A,gemini-2.0-flash,C,Yes,YC,CCI,COVID,Biological Inference
Covid_CCI_9,3,C,Covid_CCI_9A,claude-3-7-sonnet-20250219,C,Yes,YC,CCI,COVID,Biological Inference
Covid_CCI_9,3,C,Covid_CCI_9B,gpt-4o,C,Yes,YC,CCI,COVID,Biological Inference
Covid_CCI_9,3,C,Covid_CCI_9B,gemini-2.0-flash,C,Yes,YC,CCI,COVID,Biological Inference
Covid_CCI_9,3,C,Covid_CCI_9B,claude-3-7-sonnet-20250219,C,No,YC,CCI,COVID,Biological Inference
Covid_CCI_9,3,C,Covid_CCI_9C,gpt-4o,C,Yes,YC,CCI,COVID,Biological Inference
Covid_CCI_9,3,C,Covid_CCI_9C,gemini-2.0-flash,C,Yes,YC,CCI,COVID,Biological Inference
Covid_CCI_9,3,C,Covid_CCI_9C,claude-3-7-sonnet-20250219,C,Yes,YC,CCI,COVID,Biological Inference
Covid_CCI_9,3,C,Covid_CCI_9D,gpt-4o,C,No,YC,CCI,COVID,Biological Inference
Covid_CCI_9,3,C,Covid_CCI_9D,gemini-2.0-flash,C,Yes,YC,CCI,COVID,Biological Inference
Covid_CCI_9,3,C,Covid_CCI_9D,claude-3-7-sonnet-20250219,C,Yes,YC,CCI,COVID,Biological Inference
Covid_CCI_10,1,A,Covid_CCI_10A,gpt-4o,A,Yes,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_10,1,A,Covid_CCI_10A,gemini-2.0-flash,A,Yes,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_10,1,A,Covid_CCI_10A,claude-3-7-sonnet-20250219,A,Yes,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_10,1,A,Covid_CCI_10B,gpt-4o,A,Yes,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_10,1,A,Covid_CCI_10B,gemini-2.0-flash,A,Yes,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_10,1,A,Covid_CCI_10B,claude-3-7-sonnet-20250219,A,Yes,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_10,1,A,Covid_CCI_10C,gpt-4o,A,Yes,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_10,1,A,Covid_CCI_10C,gemini-2.0-flash,A,Yes,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_10,1,A,Covid_CCI_10C,claude-3-7-sonnet-20250219,A,Yes,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_10,1,A,Covid_CCI_10D,gpt-4o,A,Yes,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_10,1,A,Covid_CCI_10D,gemini-2.0-flash,A,Yes,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_10,1,A,Covid_CCI_10D,claude-3-7-sonnet-20250219,A,Yes,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_10,2,A,Covid_CCI_10A,gpt-4o,D,Yes,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_10,2,A,Covid_CCI_10A,gemini-2.0-flash,A,Yes,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_10,2,A,Covid_CCI_10A,claude-3-7-sonnet-20250219,C,Yes,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_10,2,A,Covid_CCI_10B,gpt-4o,A,Yes,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_10,2,A,Covid_CCI_10B,gemini-2.0-flash,A,Yes,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_10,2,A,Covid_CCI_10B,claude-3-7-sonnet-20250219,A,Yes,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_10,2,A,Covid_CCI_10C,gpt-4o,A,Yes,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_10,2,A,Covid_CCI_10C,gemini-2.0-flash,A,Yes,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_10,2,A,Covid_CCI_10C,claude-3-7-sonnet-20250219,C,Yes,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_10,2,A,Covid_CCI_10D,gpt-4o,A,Yes,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_10,2,A,Covid_CCI_10D,gemini-2.0-flash,A,Yes,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_10,2,A,Covid_CCI_10D,claude-3-7-sonnet-20250219,A,Yes,YC,CCI,COVID,Descriptive - information retrival
