CaseStudy_ID,Question_ID,Answer,Sample_ID,Model_name,Model_return,Repeat_number,Authors,Google Folder,Data,Task Category
Covid_pathway_3,2,D,Covid_pathway_3A,gemini-2.0-flash,D,5,DK,Pathway,COVID,Descriptive - information retrival
Covid_pathway_3,3,A,Covid_pathway_3B,gemini-2.0-flash,A,1,DK,Pathway,COVID,Descriptive - information retrival
Covid_pathway_3,3,A,Covid_pathway_3B,gemini-2.0-flash,A,2,DK,Pathway,COVID,Descriptive - information retrival
Covid_pathway_3,3,A,Covid_pathway_3B,gemini-2.0-flash,A,3,DK,Pathway,COVID,Descriptive - information retrival
Covid_pathway_3,3,A,Covid_pathway_3B,gemini-2.0-flash,A,4,DK,Pathway,COVID,Descriptive - information retrival
Covid_pathway_3,3,A,Covid_pathway_3B,gemini-2.0-flash,A,5,DK,Pathway,COVID,Descriptive - information retrival
Covid_pathway_3,3,A,Covid_pathway_3A,gemini-2.0-flash,A,1,DK,Pathway,COVID,Descriptive - information retrival
Covid_pathway_3,3,A,Covid_pathway_3A,gemini-2.0-flash,A,2,DK,Pathway,COVID,Descriptive - information retrival
Covid_pathway_3,3,A,Covid_pathway_3A,gemini-2.0-flash,A,3,DK,Pathway,COVID,Descriptive - information retrival
Covid_pathway_3,3,A,Covid_pathway_3A,gemini-2.0-flash,A,4,DK,Pathway,COVID,Descriptive - information retrival
Covid_pathway_3,3,A,Covid_pathway_3A,gemini-2.0-flash,A,5,DK,Pathway,COVID,Descriptive - information retrival
Covid_pathway_4,1,D,Covid_pathway_4B,gemini-2.0-flash,D,1,DK,Pathway,COVID,Descriptive - information retrival
Covid_pathway_4,1,D,Covid_pathway_4B,gemini-2.0-flash,D,2,DK,Pathway,COVID,Descriptive - information retrival
Covid_pathway_4,1,D,Covid_pathway_4B,gemini-2.0-flash,D,3,DK,Pathway,COVID,Descriptive - information retrival
Covid_pathway_4,1,D,Covid_pathway_4B,gemini-2.0-flash,D,4,DK,Pathway,COVID,Descriptive - information retrival
Covid_pathway_4,1,D,Covid_pathway_4B,gemini-2.0-flash,D,5,DK,Pathway,COVID,Descriptive - information retrival
Covid_pathway_4,1,D,Covid_pathway_4A,gemini-2.0-flash,D,1,DK,Pathway,COVID,Descriptive - information retrival
Covid_pathway_4,1,D,Covid_pathway_4A,gemini-2.0-flash,D,2,DK,Pathway,COVID,Descriptive - information retrival
Covid_pathway_4,1,D,Covid_pathway_4A,gemini-2.0-flash,D,3,DK,Pathway,COVID,Descriptive - information retrival
Covid_pathway_4,1,D,Covid_pathway_4A,gemini-2.0-flash,D,4,DK,Pathway,COVID,Descriptive - information retrival
Covid_pathway_4,1,D,Covid_pathway_4A,gemini-2.0-flash,D,5,DK,Pathway,COVID,Descriptive - information retrival
Covid_pathway_4,2,B,Covid_pathway_4B,gemini-2.0-flash,A,1,DK,Pathway,COVID,Descriptive - information retrival
Covid_pathway_4,2,B,Covid_pathway_4B,gemini-2.0-flash,A,2,DK,Pathway,COVID,Descriptive - information retrival
Covid_pathway_4,2,B,Covid_pathway_4B,gemini-2.0-flash,A,3,DK,Pathway,COVID,Descriptive - information retrival
Covid_pathway_4,2,B,Covid_pathway_4B,gemini-2.0-flash,A,4,DK,Pathway,COVID,Descriptive - information retrival
Covid_pathway_4,2,B,Covid_pathway_4B,gemini-2.0-flash,A,5,DK,Pathway,COVID,Descriptive - information retrival
Covid_pathway_4,2,B,Covid_pathway_4A,gemini-2.0-flash,B,1,DK,Pathway,COVID,Descriptive - information retrival
Covid_pathway_4,2,B,Covid_pathway_4A,gemini-2.0-flash,B,2,DK,Pathway,COVID,Descriptive - information retrival
Covid_pathway_4,2,B,Covid_pathway_4A,gemini-2.0-flash,B,3,DK,Pathway,COVID,Descriptive - information retrival
Covid_pathway_4,2,B,Covid_pathway_4A,gemini-2.0-flash,B,4,DK,Pathway,COVID,Descriptive - information retrival
Covid_pathway_4,2,B,Covid_pathway_4A,gemini-2.0-flash,B,5,DK,Pathway,COVID,Descriptive - information retrival
Covid_pathway_4,3,C,Covid_pathway_4B,gemini-2.0-flash,D,1,DK,Pathway,COVID,Descriptive - information retrival
Covid_pathway_4,3,C,Covid_pathway_4B,gemini-2.0-flash,D,2,DK,Pathway,COVID,Descriptive - information retrival
Covid_pathway_4,3,C,Covid_pathway_4B,gemini-2.0-flash,D,3,DK,Pathway,COVID,Descriptive - information retrival
Covid_pathway_4,3,C,Covid_pathway_4B,gemini-2.0-flash,D,4,DK,Pathway,COVID,Descriptive - information retrival
Covid_pathway_4,3,C,Covid_pathway_4B,gemini-2.0-flash,D,5,DK,Pathway,COVID,Descriptive - information retrival
Covid_pathway_4,3,C,Covid_pathway_4A,gemini-2.0-flash,B,1,DK,Pathway,COVID,Descriptive - information retrival
Covid_pathway_4,3,C,Covid_pathway_4A,gemini-2.0-flash,B,2,DK,Pathway,COVID,Descriptive - information retrival
Covid_pathway_4,3,C,Covid_pathway_4A,gemini-2.0-flash,B,3,DK,Pathway,COVID,Descriptive - information retrival
Covid_pathway_4,3,C,Covid_pathway_4A,gemini-2.0-flash,B,4,DK,Pathway,COVID,Descriptive - information retrival
Covid_pathway_4,3,C,Covid_pathway_4A,gemini-2.0-flash,B,5,DK,Pathway,COVID,Descriptive - information retrival
Covid_DE_5,1,B,Covid_DE_5A,gemini-2.0-flash,B,1,DK,DE,COVID,Descriptive - information retrival
Covid_DE_5,1,B,Covid_DE_5A,gemini-2.0-flash,B,2,DK,DE,COVID,Descriptive - information retrival
Covid_DE_5,1,B,Covid_DE_5A,gemini-2.0-flash,B,3,DK,DE,COVID,Descriptive - information retrival
Covid_DE_5,1,B,Covid_DE_5A,gemini-2.0-flash,B,4,DK,DE,COVID,Descriptive - information retrival
Covid_DE_5,1,B,Covid_DE_5A,gemini-2.0-flash,B,5,DK,DE,COVID,Descriptive - information retrival
Covid_DE_5,2,A,Covid_DE_5A,gemini-2.0-flash,A,1,DK,DE,COVID,Descriptive - information retrival
Covid_DE_5,2,A,Covid_DE_5A,gemini-2.0-flash,A,2,DK,DE,COVID,Descriptive - information retrival
Covid_DE_5,2,A,Covid_DE_5A,gemini-2.0-flash,A,3,DK,DE,COVID,Descriptive - information retrival
Covid_DE_5,2,A,Covid_DE_5A,gemini-2.0-flash,A,4,DK,DE,COVID,Descriptive - information retrival
Covid_DE_5,2,A,Covid_DE_5A,gemini-2.0-flash,A,5,DK,DE,COVID,Descriptive - information retrival
Covid_DE_5,3,C,Covid_DE_5A,gemini-2.0-flash,C,1,DK,DE,COVID,Descriptive - information retrival
Covid_DE_5,3,C,Covid_DE_5A,gemini-2.0-flash,C,2,DK,DE,COVID,Descriptive - information retrival
Covid_DE_5,3,C,Covid_DE_5A,gemini-2.0-flash,C,3,DK,DE,COVID,Descriptive - information retrival
Covid_DE_5,3,C,Covid_DE_5A,gemini-2.0-flash,C,4,DK,DE,COVID,Descriptive - information retrival
Covid_DE_5,3,C,Covid_DE_5A,gemini-2.0-flash,C,5,DK,DE,COVID,Descriptive - information retrival
Covid_CCI_9,1,B,Covid_CCI_9A,gemini-2.0-flash,B,1,YC,CCI,COVID,Biological Inference
Covid_CCI_9,1,B,Covid_CCI_9A,gemini-2.0-flash,B,2,YC,CCI,COVID,Biological Inference
Covid_CCI_9,1,B,Covid_CCI_9A,gemini-2.0-flash,B,3,YC,CCI,COVID,Biological Inference
Covid_CCI_9,1,B,Covid_CCI_9A,gemini-2.0-flash,B,4,YC,CCI,COVID,Biological Inference
Covid_CCI_9,1,B,Covid_CCI_9A,gemini-2.0-flash,B,5,YC,CCI,COVID,Biological Inference
Covid_CCI_9,1,B,Covid_CCI_9B,gemini-2.0-flash,B,1,YC,CCI,COVID,Biological Inference
Covid_CCI_9,1,B,Covid_CCI_9B,gemini-2.0-flash,B,2,YC,CCI,COVID,Biological Inference
Covid_CCI_9,1,B,Covid_CCI_9B,gemini-2.0-flash,B,3,YC,CCI,COVID,Biological Inference
Covid_CCI_9,1,B,Covid_CCI_9B,gemini-2.0-flash,B,4,YC,CCI,COVID,Biological Inference
Covid_CCI_9,1,B,Covid_CCI_9B,gemini-2.0-flash,B,5,YC,CCI,COVID,Biological Inference
Covid_CCI_9,1,B,Covid_CCI_9C,gemini-2.0-flash,B,1,YC,CCI,COVID,Biological Inference
Covid_CCI_9,1,B,Covid_CCI_9C,gemini-2.0-flash,B,2,YC,CCI,COVID,Biological Inference
Covid_CCI_9,1,B,Covid_CCI_9C,gemini-2.0-flash,B,3,YC,CCI,COVID,Biological Inference
Covid_CCI_9,1,B,Covid_CCI_9C,gemini-2.0-flash,B,4,YC,CCI,COVID,Biological Inference
Covid_CCI_9,1,B,Covid_CCI_9C,gemini-2.0-flash,B,5,YC,CCI,COVID,Biological Inference
Covid_CCI_9,1,B,Covid_CCI_9D,gemini-2.0-flash,B,1,YC,CCI,COVID,Biological Inference
Covid_CCI_9,1,B,Covid_CCI_9D,gemini-2.0-flash,B,2,YC,CCI,COVID,Biological Inference
Covid_CCI_9,1,B,Covid_CCI_9D,gemini-2.0-flash,B,3,YC,CCI,COVID,Biological Inference
Covid_CCI_9,1,B,Covid_CCI_9D,gemini-2.0-flash,B,4,YC,CCI,COVID,Biological Inference
Covid_CCI_9,1,B,Covid_CCI_9D,gemini-2.0-flash,B,5,YC,CCI,COVID,Biological Inference
Covid_CCI_9,2,D,Covid_CCI_9A,gemini-2.0-flash,D,1,YC,CCI,COVID,Biological Inference
Covid_CCI_9,2,D,Covid_CCI_9A,gemini-2.0-flash,D,2,YC,CCI,COVID,Biological Inference
Covid_CCI_9,2,D,Covid_CCI_9A,gemini-2.0-flash,D,3,YC,CCI,COVID,Biological Inference
Covid_CCI_9,2,D,Covid_CCI_9A,gemini-2.0-flash,D,4,YC,CCI,COVID,Biological Inference
Covid_CCI_9,2,D,Covid_CCI_9A,gemini-2.0-flash,D,5,YC,CCI,COVID,Biological Inference
Covid_CCI_9,2,D,Covid_CCI_9B,gemini-2.0-flash,A,1,YC,CCI,COVID,Biological Inference
Covid_CCI_9,2,D,Covid_CCI_9B,gemini-2.0-flash,A,2,YC,CCI,COVID,Biological Inference
Covid_CCI_9,2,D,Covid_CCI_9B,gemini-2.0-flash,A,3,YC,CCI,COVID,Biological Inference
Covid_CCI_9,2,D,Covid_CCI_9B,gemini-2.0-flash,A,4,YC,CCI,COVID,Biological Inference
Covid_CCI_9,2,D,Covid_CCI_9B,gemini-2.0-flash,A,5,YC,CCI,COVID,Biological Inference
Covid_CCI_9,2,D,Covid_CCI_9C,gemini-2.0-flash,D,1,YC,CCI,COVID,Biological Inference
Covid_CCI_9,2,D,Covid_CCI_9C,gemini-2.0-flash,D,2,YC,CCI,COVID,Biological Inference
Covid_CCI_9,2,D,Covid_CCI_9C,gemini-2.0-flash,D,3,YC,CCI,COVID,Biological Inference
Covid_CCI_9,2,D,Covid_CCI_9C,gemini-2.0-flash,D,4,YC,CCI,COVID,Biological Inference
Covid_CCI_9,2,D,Covid_CCI_9C,gemini-2.0-flash,D,5,YC,CCI,COVID,Biological Inference
Covid_CCI_9,2,D,Covid_CCI_9D,gemini-2.0-flash,D,1,YC,CCI,COVID,Biological Inference
Covid_CCI_9,2,D,Covid_CCI_9D,gemini-2.0-flash,D,2,YC,CCI,COVID,Biological Inference
Covid_CCI_9,2,D,Covid_CCI_9D,gemini-2.0-flash,D,3,YC,CCI,COVID,Biological Inference
Covid_CCI_9,2,D,Covid_CCI_9D,gemini-2.0-flash,D,4,YC,CCI,COVID,Biological Inference
Covid_CCI_9,2,D,Covid_CCI_9D,gemini-2.0-flash,D,5,YC,CCI,COVID,Biological Inference
Covid_CCI_9,3,C,Covid_CCI_9A,gemini-2.0-flash,C,1,YC,CCI,COVID,Biological Inference
Covid_CCI_9,3,C,Covid_CCI_9A,gemini-2.0-flash,C,2,YC,CCI,COVID,Biological Inference
Covid_CCI_9,3,C,Covid_CCI_9A,gemini-2.0-flash,C,3,YC,CCI,COVID,Biological Inference
Covid_CCI_9,3,C,Covid_CCI_9A,gemini-2.0-flash,C,4,YC,CCI,COVID,Biological Inference
Covid_CCI_9,3,C,Covid_CCI_9A,gemini-2.0-flash,C,5,YC,CCI,COVID,Biological Inference
Covid_CCI_9,3,C,Covid_CCI_9B,gemini-2.0-flash,C,1,YC,CCI,COVID,Biological Inference
Covid_CCI_9,3,C,Covid_CCI_9B,gemini-2.0-flash,C,2,YC,CCI,COVID,Biological Inference
Covid_CCI_9,3,C,Covid_CCI_9B,gemini-2.0-flash,C,3,YC,CCI,COVID,Biological Inference
Covid_CCI_9,3,C,Covid_CCI_9B,gemini-2.0-flash,C,4,YC,CCI,COVID,Biological Inference
Covid_CCI_9,3,C,Covid_CCI_9B,gemini-2.0-flash,C,5,YC,CCI,COVID,Biological Inference
Covid_CCI_9,3,C,Covid_CCI_9C,gemini-2.0-flash,C,1,YC,CCI,COVID,Biological Inference
Covid_CCI_9,3,C,Covid_CCI_9C,gemini-2.0-flash,C,2,YC,CCI,COVID,Biological Inference
Covid_CCI_9,3,C,Covid_CCI_9C,gemini-2.0-flash,C,3,YC,CCI,COVID,Biological Inference
Covid_CCI_9,3,C,Covid_CCI_9C,gemini-2.0-flash,C,4,YC,CCI,COVID,Biological Inference
Covid_CCI_9,3,C,Covid_CCI_9C,gemini-2.0-flash,C,5,YC,CCI,COVID,Biological Inference
Covid_CCI_9,3,C,Covid_CCI_9D,gemini-2.0-flash,C,1,YC,CCI,COVID,Biological Inference
Covid_CCI_9,3,C,Covid_CCI_9D,gemini-2.0-flash,C,2,YC,CCI,COVID,Biological Inference
Covid_CCI_9,3,C,Covid_CCI_9D,gemini-2.0-flash,C,3,YC,CCI,COVID,Biological Inference
Covid_CCI_9,3,C,Covid_CCI_9D,gemini-2.0-flash,C,4,YC,CCI,COVID,Biological Inference
Covid_CCI_9,3,C,Covid_CCI_9D,gemini-2.0-flash,C,5,YC,CCI,COVID,Biological Inference
Covid_CCI_10,1,A,Covid_CCI_10A,gemini-2.0-flash,A,1,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_10,1,A,Covid_CCI_10A,gemini-2.0-flash,A,2,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_10,1,A,Covid_CCI_10A,gemini-2.0-flash,A,3,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_10,1,A,Covid_CCI_10A,gemini-2.0-flash,A,4,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_10,1,A,Covid_CCI_10A,gemini-2.0-flash,A,5,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_10,1,A,Covid_CCI_10B,gemini-2.0-flash,A,1,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_10,1,A,Covid_CCI_10B,gemini-2.0-flash,A,2,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_10,1,A,Covid_CCI_10B,gemini-2.0-flash,A,3,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_10,1,A,Covid_CCI_10B,gemini-2.0-flash,A,4,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_10,1,A,Covid_CCI_10B,gemini-2.0-flash,A,5,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_10,1,A,Covid_CCI_10C,gemini-2.0-flash,A,1,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_10,1,A,Covid_CCI_10C,gemini-2.0-flash,A,2,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_10,1,A,Covid_CCI_10C,gemini-2.0-flash,A,3,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_10,1,A,Covid_CCI_10C,gemini-2.0-flash,A,4,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_10,1,A,Covid_CCI_10C,gemini-2.0-flash,A,5,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_10,1,A,Covid_CCI_10D,gemini-2.0-flash,A,1,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_10,1,A,Covid_CCI_10D,gemini-2.0-flash,A,2,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_10,1,A,Covid_CCI_10D,gemini-2.0-flash,A,3,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_10,1,A,Covid_CCI_10D,gemini-2.0-flash,A,4,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_10,1,A,Covid_CCI_10D,gemini-2.0-flash,A,5,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_10,2,A,Covid_CCI_10A,gemini-2.0-flash,A,1,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_10,2,A,Covid_CCI_10A,gemini-2.0-flash,A,2,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_10,2,A,Covid_CCI_10A,gemini-2.0-flash,A,3,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_10,2,A,Covid_CCI_10A,gemini-2.0-flash,A,4,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_10,2,A,Covid_CCI_10A,gemini-2.0-flash,A,5,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_10,2,A,Covid_CCI_10B,gemini-2.0-flash,A,1,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_10,2,A,Covid_CCI_10B,gemini-2.0-flash,A,2,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_10,2,A,Covid_CCI_10B,gemini-2.0-flash,A,3,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_10,2,A,Covid_CCI_10B,gemini-2.0-flash,A,4,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_10,2,A,Covid_CCI_10B,gemini-2.0-flash,A,5,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_10,2,A,Covid_CCI_10C,gemini-2.0-flash,A,1,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_10,2,A,Covid_CCI_10C,gemini-2.0-flash,A,2,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_10,2,A,Covid_CCI_10C,gemini-2.0-flash,A,3,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_10,2,A,Covid_CCI_10C,gemini-2.0-flash,A,4,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_10,2,A,Covid_CCI_10C,gemini-2.0-flash,A,5,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_10,2,A,Covid_CCI_10D,gemini-2.0-flash,A,1,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_10,2,A,Covid_CCI_10D,gemini-2.0-flash,A,2,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_10,2,A,Covid_CCI_10D,gemini-2.0-flash,A,3,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_10,2,A,Covid_CCI_10D,gemini-2.0-flash,A,4,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_10,2,A,Covid_CCI_10D,gemini-2.0-flash,A,5,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_10,3,C,Covid_CCI_10A,gemini-2.0-flash,C,1,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_10,3,C,Covid_CCI_10A,gemini-2.0-flash,C,2,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_10,3,C,Covid_CCI_10A,gemini-2.0-flash,C,3,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_10,3,C,Covid_CCI_10A,gemini-2.0-flash,C,4,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_10,3,C,Covid_CCI_10A,gemini-2.0-flash,C,5,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_10,3,C,Covid_CCI_10B,gemini-2.0-flash,C,1,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_10,3,C,Covid_CCI_10B,gemini-2.0-flash,C,2,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_10,3,C,Covid_CCI_10B,gemini-2.0-flash,C,3,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_10,3,C,Covid_CCI_10B,gemini-2.0-flash,C,4,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_10,3,C,Covid_CCI_10B,gemini-2.0-flash,C,5,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_10,3,C,Covid_CCI_10C,gemini-2.0-flash,C,1,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_10,3,C,Covid_CCI_10C,gemini-2.0-flash,C,2,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_10,3,C,Covid_CCI_10C,gemini-2.0-flash,C,3,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_10,3,C,Covid_CCI_10C,gemini-2.0-flash,C,4,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_10,3,C,Covid_CCI_10C,gemini-2.0-flash,C,5,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_10,3,C,Covid_CCI_10D,gemini-2.0-flash,C,1,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_10,3,C,Covid_CCI_10D,gemini-2.0-flash,C,2,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_10,3,C,Covid_CCI_10D,gemini-2.0-flash,C,3,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_10,3,C,Covid_CCI_10D,gemini-2.0-flash,C,4,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_10,3,C,Covid_CCI_10D,gemini-2.0-flash,C,5,YC,CCI,COVID,Descriptive - information retrival
Covid_DE_2,1,B,Covid_DE_2A,gemini-2.0-flash,D,1,MS,DE,COVID,Biological Inference
Covid_DE_2,1,B,Covid_DE_2A,gemini-2.0-flash,D,2,MS,DE,COVID,Biological Inference
Covid_DE_2,1,B,Covid_DE_2A,gemini-2.0-flash,D,3,MS,DE,COVID,Biological Inference
Covid_DE_2,1,B,Covid_DE_2A,gemini-2.0-flash,D,4,MS,DE,COVID,Biological Inference
Covid_DE_2,1,B,Covid_DE_2A,gemini-2.0-flash,D,5,MS,DE,COVID,Biological Inference
Covid_DE_2,2,D,Covid_DE_2A,gemini-2.0-flash,D,1,MS,DE,COVID,Biological Inference
Covid_DE_2,2,D,Covid_DE_2A,gemini-2.0-flash,D,2,MS,DE,COVID,Biological Inference
Covid_DE_2,2,D,Covid_DE_2A,gemini-2.0-flash,D,3,MS,DE,COVID,Biological Inference
Covid_DE_2,2,D,Covid_DE_2A,gemini-2.0-flash,D,4,MS,DE,COVID,Biological Inference
Covid_DE_2,2,D,Covid_DE_2A,gemini-2.0-flash,D,5,MS,DE,COVID,Biological Inference
Covid_DE_2,3,A,Covid_DE_2A,gemini-2.0-flash,A,1,MS,DE,COVID,Biological Inference
Covid_DE_2,3,A,Covid_DE_2A,gemini-2.0-flash,A,2,MS,DE,COVID,Biological Inference
Covid_DE_2,3,A,Covid_DE_2A,gemini-2.0-flash,A,3,MS,DE,COVID,Biological Inference
Covid_DE_2,3,A,Covid_DE_2A,gemini-2.0-flash,A,4,MS,DE,COVID,Biological Inference
Covid_DE_2,3,A,Covid_DE_2A,gemini-2.0-flash,A,5,MS,DE,COVID,Biological Inference
Covid_DE_3,1,C,Covid_DE_3A,gemini-2.0-flash,C,1,MS,DE,COVID,Biological Inference
Covid_DE_3,1,C,Covid_DE_3A,gemini-2.0-flash,C,2,MS,DE,COVID,Biological Inference
Covid_DE_3,1,C,Covid_DE_3A,gemini-2.0-flash,C,3,MS,DE,COVID,Biological Inference
Covid_DE_3,1,C,Covid_DE_3A,gemini-2.0-flash,C,4,MS,DE,COVID,Biological Inference
Covid_DE_3,1,C,Covid_DE_3A,gemini-2.0-flash,C,5,MS,DE,COVID,Biological Inference
Covid_DE_3,2,B,Covid_DE_3A,gemini-2.0-flash,B,1,MS,DE,COVID,Biological Inference
Covid_DE_3,2,B,Covid_DE_3A,gemini-2.0-flash,B,2,MS,DE,COVID,Biological Inference
Covid_DE_3,2,B,Covid_DE_3A,gemini-2.0-flash,B,3,MS,DE,COVID,Biological Inference
Covid_DE_3,2,B,Covid_DE_3A,gemini-2.0-flash,B,4,MS,DE,COVID,Biological Inference
Covid_DE_3,2,B,Covid_DE_3A,gemini-2.0-flash,B,5,MS,DE,COVID,Biological Inference
Covid_DE_3,3,B,Covid_DE_3A,gemini-2.0-flash,C,1,MS,DE,COVID,Biological Inference
Covid_DE_3,3,B,Covid_DE_3A,gemini-2.0-flash,C,2,MS,DE,COVID,Biological Inference
Covid_DE_3,3,B,Covid_DE_3A,gemini-2.0-flash,C,3,MS,DE,COVID,Biological Inference
Covid_DE_3,3,B,Covid_DE_3A,gemini-2.0-flash,C,4,MS,DE,COVID,Biological Inference
Covid_DE_3,3,B,Covid_DE_3A,gemini-2.0-flash,C,5,MS,DE,COVID,Biological Inference
Covid_DE_4,1,A,Covid_DE_4A,gemini-2.0-flash,A,1,MS,DE,COVID,Biological Inference
Covid_DE_4,1,A,Covid_DE_4A,gemini-2.0-flash,A,2,MS,DE,COVID,Biological Inference
Covid_DE_4,1,A,Covid_DE_4A,gemini-2.0-flash,A,3,MS,DE,COVID,Biological Inference
Covid_DE_4,1,A,Covid_DE_4A,gemini-2.0-flash,A,4,MS,DE,COVID,Biological Inference
Covid_DE_4,1,A,Covid_DE_4A,gemini-2.0-flash,A,5,MS,DE,COVID,Biological Inference
Covid_DE_4,2,D,Covid_DE_4A,gemini-2.0-flash,D,1,MS,DE,COVID,Biological Inference
Covid_DE_4,2,D,Covid_DE_4A,gemini-2.0-flash,D,2,MS,DE,COVID,Biological Inference
Covid_DE_4,2,D,Covid_DE_4A,gemini-2.0-flash,D,3,MS,DE,COVID,Biological Inference
Covid_DE_4,2,D,Covid_DE_4A,gemini-2.0-flash,D,4,MS,DE,COVID,Biological Inference
Covid_DE_4,2,D,Covid_DE_4A,gemini-2.0-flash,D,5,MS,DE,COVID,Biological Inference
Covid_DE_4,3,B,Covid_DE_4A,gemini-2.0-flash,B,1,MS,DE,COVID,Biological Inference
Covid_DE_4,3,B,Covid_DE_4A,gemini-2.0-flash,B,2,MS,DE,COVID,Biological Inference
Covid_DE_4,3,B,Covid_DE_4A,gemini-2.0-flash,B,3,MS,DE,COVID,Biological Inference
Covid_DE_4,3,B,Covid_DE_4A,gemini-2.0-flash,B,4,MS,DE,COVID,Biological Inference
Covid_DE_4,3,B,Covid_DE_4A,gemini-2.0-flash,B,5,MS,DE,COVID,Biological Inference
Covid_Pathway_1,1,D,Covid_Pathway_1A,gemini-2.0-flash,D,1,MS,Pathway,COVID,Biological Inference
Covid_Pathway_1,1,D,Covid_Pathway_1A,gemini-2.0-flash,D,2,MS,Pathway,COVID,Biological Inference
Covid_Pathway_1,1,D,Covid_Pathway_1A,gemini-2.0-flash,D,3,MS,Pathway,COVID,Biological Inference
Covid_Pathway_1,1,D,Covid_Pathway_1A,gemini-2.0-flash,D,4,MS,Pathway,COVID,Biological Inference
Covid_Pathway_1,1,D,Covid_Pathway_1A,gemini-2.0-flash,D,5,MS,Pathway,COVID,Biological Inference
Covid_Pathway_1,1,D,Covid_Pathway_1B,gemini-2.0-flash,D,1,MS,Pathway,COVID,Biological Inference
Covid_Pathway_1,1,D,Covid_Pathway_1B,gemini-2.0-flash,D,2,MS,Pathway,COVID,Biological Inference
Covid_Pathway_1,1,D,Covid_Pathway_1B,gemini-2.0-flash,D,3,MS,Pathway,COVID,Biological Inference
Covid_Pathway_1,1,D,Covid_Pathway_1B,gemini-2.0-flash,D,4,MS,Pathway,COVID,Biological Inference
Covid_Pathway_1,1,D,Covid_Pathway_1B,gemini-2.0-flash,D,5,MS,Pathway,COVID,Biological Inference
Covid_Pathway_1,1,D,Covid_Pathway_1C,gemini-2.0-flash,D,1,MS,Pathway,COVID,Biological Inference
Covid_Pathway_1,1,D,Covid_Pathway_1C,gemini-2.0-flash,D,2,MS,Pathway,COVID,Biological Inference
Covid_Pathway_1,1,D,Covid_Pathway_1C,gemini-2.0-flash,D,3,MS,Pathway,COVID,Biological Inference
